that's	-0.013254718279965697	2/1957	97/89946	0.001	0.0011
we	-0.01758421393382273	8/1957	381/89946	0.0041	0.0042
her	-0.01829206027377441	2/1957	99/89946	0.001	0.0011
with	-0.019986009220885417	12/1957	570/89946	0.0061	0.0063
of	-0.025196557317520674	17/1957	809/89946	0.0087	0.009
but	-0.03658293133592769	10/1957	491/89946	0.0051	0.0055
time	-0.03982005336229157	2/1957	108/89946	0.001	0.0012
that	-0.04841694897190863	26/1957	1261/89946	0.0133	0.014
don't	-0.053250941234439034	2/1957	114/89946	0.001	0.0013
not	-0.0637874575605681	6/1957	320/89946	0.0031	0.0036
and	-0.06718045560716594	42/1957	2046/89946	0.0215	0.0227
you	-0.06733639602067036	66/1957	3176/89946	0.0337	0.0353
so	-0.06976918495817462	7/1957	374/89946	0.0036	0.0042
then	-0.07221682584087027	2/1957	123/89946	0.001	0.0014
me	-0.07310688657481627	6/1957	327/89946	0.0031	0.0036
really	-0.07751644382351937	3/1957	178/89946	0.0015	0.002
you're	-0.08018503396473098	5/1957	282/89946	0.0026	0.0031
do	-0.08153778895706007	4/1957	232/89946	0.002	0.0026
you_can	-0.09375152819065975	2/1957	134/89946	0.001	0.0015
when	-0.09753551235596658	3/1957	190/89946	0.0015	0.0021
being	-0.09934914649227225	2/1957	137/89946	0.001	0.0015
more	-0.11022625859235052	2/1957	143/89946	0.001	0.0016
i_think	-0.11644347016536986	3/1957	202/89946	0.0015	0.0022
'	-0.11725706595611017	2/1957	147/89946	0.001	0.0016
if	-0.11797347593210301	3/1957	203/89946	0.0015	0.0023
this	-0.12187312279612461	6/1957	366/89946	0.0031	0.0041
also	-0.125815046246866	2/1957	152/89946	0.001	0.0017
if_you	-0.12740472594576038	4/1957	264/89946	0.002	0.0029
very	-0.12800582741983144	1/1957	94/89946	0.0005	0.001
work	-0.13966000381153248	1/1957	100/89946	0.0005	0.0011
only	-0.1434189306931896	1/1957	102/89946	0.0005	0.0011
any	-0.1452762399060035	1/1957	103/89946	0.0005	0.0011
what	-0.14975775780040299	5/1957	336/89946	0.0026	0.0037
i_love	-0.15256448934493277	1/1957	107/89946	0.0005	0.0012
no	-0.15256448934493277	1/1957	107/89946	0.0005	0.0012
out	-0.15256448934493277	1/1957	107/89946	0.0005	0.0012
is	-0.1529398980298187	17/1957	964/89946	0.0087	0.0107
up	-0.1876640288801919	1/1957	128/89946	0.0005	0.0014
?	-0.1953620925149776	1/1957	133/89946	0.0005	0.0015
be	-0.2043185339372019	1/1957	139/89946	0.0005	0.0015
to	-0.20673378750320126	31/1957	1755/89946	0.0158	0.0195
all	-0.20935736842764235	4/1957	331/89946	0.002	0.0037
will	-0.21299260586025665	1/1957	145/89946	0.0005	0.0016
it	-0.21643413130929104	12/1957	785/89946	0.0061	0.0087
at	-0.22140706265890292	1/1957	151/89946	0.0005	0.0017
some	-0.22278567288250312	1/1957	152/89946	0.0005	0.0017
say	-0.2309223712209149	1/1957	158/89946	0.0005	0.0018
thank_you	-0.2309223712209149	1/1957	158/89946	0.0005	0.0018
go	-0.24909447928190923	0/1957	92/89946	0.0	0.001
one	-0.25044730860499836	0/1957	93/89946	0.0	0.001
!	-0.2598011195479927	4/1957	379/89946	0.002	0.0042
-	-0.2635970650419164	0/1957	103/89946	0.0	0.0011
from	-0.2638352200875117	1/1957	184/89946	0.0005	0.002
on	-0.27193546742549796	5/1957	453/89946	0.0026	0.005
make	-0.28098347949911345	0/1957	117/89946	0.0	0.0013
*	-0.2845722846006751	0/1957	120/89946	0.0	0.0013
just	-0.31121513196360295	3/1957	368/89946	0.0015	0.0041
thank_you_for	-0.31494604489098993	1/1957	230/89946	0.0005	0.0026
for	-0.3178988180252677	9/1957	748/89946	0.0046	0.0083
the	-0.3336244231421127	28/1957	1830/89946	0.0143	0.0203
